studyid,authors,Year,Outcome,Measure,includes_complete_dichotomous,setting,Studygroups,Studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,white_%_treat,white_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_incidents_treat,bl_person_time_treat,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_incidents_cont,bl_person_time_cont,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_incidents_treat,pt_person_time_treat,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_incidents_cont,pt_person_time_cont,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepted_violent,reported_accepting_violent,accepts_felons,reported_accepting_felons,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_treatment_completion_treat_%,pt_treatment_completion_treat_n,pt_treatment_completion_cont_%,pt_treatment_completion_cont_n,source,source_collapsed,source_published,organisation_or_research_group,research_design,stage_of_disposition,reported_single_judge,JOs_presiding_over_hearings_collapsed,report_team_training,report_JO training,report_judge_or_team_training,Average _minutes_review_hearing,report_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,Frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,frequent_rh_collapsed,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,reported_drug_or_alcohol_treatment_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_probation_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,overall_robins,ROB_confounding,ROB_participants,ROB_classification,ROB_deviation,ROB_missing,ROB_measurement,ROB_reporting
31,Mackin et al.,2008,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,86,NR,3,NR,24,0.29,NR,NR,17.11,1416,59,0.46,NR,NR,86.94,4536,189,NR,NR,NR,NR,24,Enrolment,During,12,19.63,4.37,NR,0.08,NR,NR,4.72,1416,59,0.25,NR,NR,47.25,4536,189,NR,NR,NR,NR,,Felon,Yes,Yes,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,NR,probation,3,1,9,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
32,Gallagher ,2014,arrests,mean arrests,No,MHC,standard,None Reported,Not Reported,7.06,8.46,100,3.63,4.9,100,NR,NR,NR,NR,38.04,12.06,37.55,12.28,75,77,48,41,12,0.42,0.75,NR,42,1200,100,0.26,0.5,NR,26,1200,100,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,NR,0.1,0.302,NR,10,1200,100,0.27,0.446,NR,27,1200,100,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,NR,NR,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,NR,NR,NR,NR,2,NR,Yes,Yes,4,serious,serious,serious,moderate,moderate,low,moderate,moderate
33,Gallagher et al.,2017,arrests,mean arrests,No,MHC,standard,None Reported,Not Reported,7.06,8.46,100,3.63,4.9,100,NR,NR,NR,NR,38.04,12.06,37.55,12.28,75,77,48,41,12,0.42,NR,NR,42,1200,100,0.26,NR,NR,26,1200,100,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,Yes,No,Yes,No,No,NR,NR,NR,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,Yes,Yes,4,serious,serious,serious,moderate,NI,low,moderate,moderate
34,Mackin et al.,2010c,arrests,mean arrests,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,60,65,74,64,24,2.94,NR,NR,147,1200,50,2.4,NR,NR,213.6,2136,89,100,36,100,89,24,Enrolment,During,10,12.49,11.51,NR,0.84,NR,NR,30.24,864,36,1.32,NR,NR,117.48,2136,89,44,36,54,89,,Not reported,No,No,NR,No,No,32,16,56,28,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,aftercare,probation,4,NR,4,1,No,No,3,critical,serious,moderate,moderate,NI,critical,serious,moderate
34,Mackin et al.,2010c,arrests,mean arrests,Yes,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35,NR,30,NR,75,NR,69,NR,24,2,NR,NR,24,288,12,2.4,NR,NR,213.6,2136,89,100,12,NR,NR,24,Enrolment,During,10,16.07,7.93,NR,0.17,NR,NR,2.04,288,12,1.34,NR,NR,119.26,2136,89,8,12,NR,NR,,Not reported,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,aftercare,probation,4,NR,4,1,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
35,Mackin et al.,2010a,arrests,mean juvenile arrests,No,JDC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,15,NR,15,NR,88,88,68,67,24,2.77,NR,NR,515.22,4464,186,2.68,NR,NR,393.96,3528,147,87,186,90,147,24,Enrolment,During,12,13.38,10.62,NR,1.42,NR,NR,201.64,3408,142,2.87,NR,NR,295.61,2472,103,56,142,76,103,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,52.11,74,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,family treatment,supervision,5,1,9,3,Yes,Yes,3,critical,serious,serious,moderate,NI,critical,NI,moderate
35,Mackin et al.,2010a,arrests,mean juvenile arrests,No,JDC,Opt-ins vs Opt-outs,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,15,NR,NR,NR,89,NR,71,NR,24,2.33,NR,NR,186.4,1920,80,NR,NR,NR,NR,NR,NR,82,74,NR,NR,24,Enrolment,During,12,15.48,8.52,NR,1.04,NR,NR,76.96,1776,74,NR,NR,NR,NR,NR,NR,50,74,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,100,74,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,family treatment,supervision,5,1,9,3,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
35,Mackin et al.,2010a,arrests,% arrested,Yes,JDC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,15,NR,15,NR,88,88,68,67,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,87,142,90,103,24,Enrolment,During,12,13.38,10.62,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,56,142,76,103,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,52.11,74,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,family treatment,NR,6,NR,9,3,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
36,Mackin et al.,2010b,arrests,mean juvenile arrests,Yes,JDC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,16,NR,16,NR,86,89,71,64,24,2.53,NR,NR,425.04,4032,168,2.48,NR,NR,252.96,2448,102,90,168,95,102,24,Enrolment,During,10,10.39,13.61,NR,1.45,NR,NR,179.8,2976,124,1.73,NR,NR,128.02,1776,74,53,124,73,74,,Felony/Misdemeanor,No,No,No,No,Yes,55.65,69,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,whole treatment,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,community service,supervision,5,1,8,3,Yes,Yes,3,critical,serious,serious,moderate,NI,critical,NI,moderate
36,Mackin et al.,2010b,arrests,mean juvenile arrests,Yes,JDC,Opt-ins vs Opt-outs,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,16,NR,NR,NR,81,NR,78,NR,24,2.08,NR,NR,183.04,2112,88,NR,NR,NR,NR,NR,NR,86,69,NR,NR,24,Enrolment,During,10,10.42,13.58,NR,0.91,NR,NR,62.79,1656,69,NR,NR,NR,NR,NR,NR,44,69,NR,NR,,Felony/Misdemeanor,No,No,No,No,Yes,100,69,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,whole treatment,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,community service,supervision,5,1,8,3,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
36,Mackin et al.,2010b,arrests,% arrested,Yes,JDC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,16,NR,16,NR,86,89,71,64,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,90,124,95,74,24,Enrolment,During,10,10.39,13.61,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,53,124,73,74,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,55.65,69,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,whole treatment,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,community service,NR,5,NR,6,2,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
37,Mackin et al.,2010d,arrests,mean arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,88,87,29,29,24,1.95,NR,NR,148.2,1824,76,1.9,NR,NR,188.1,2376,99,100,76,100,99,24,Enrolment,During,16,16.83,7.17,NR,0.57,NR,NR,22.23,936,39,1.16,NR,NR,114.84,2376,99,41,39,60,99,,Not reported,No,No,No,No,No,64.1,25,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,self-help,NR,7,NR,8,1,Yes,Yes,3,critical,serious,moderate,moderate,NI,critical,moderate,moderate
37,Mackin et al.,2010d,arrests,mean arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR,NR,88,NR,26,NR,24,1.85,NR,NR,62.9,816,34,NR,NR,NR,NR,NR,NR,100,25,NR,NR,24,Enrolment,During,16,17.26,6.74,NR,0.36,NR,NR,9,600,25,NR,NR,NR,NR,NR,NR,24,25,NR,NR,,Not reported,No,No,No,No,No,100,25,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,self-help,NR,7,NR,8,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
37,Mackin et al.,2010d,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,88,87,29,29,24,1.11,NR,NR,84.36,1824,76,1.09,NR,NR,107.91,2376,99,NR,NR,NR,NR,24,Enrolment,During,16,16.83,7.17,NR,0.16,NR,NR,6.24,936,39,0.51,NR,NR,50.49,2376,99,NR,NR,NR,NR,,Not reported,No,No,No,No,No,64.1,25,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,self-help,NR,7,NR,8,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
37,Mackin et al.,2010d,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR,NR,88,NR,26,NR,24,1.06,NR,NR,36.04,816,34,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,24,Enrolment,During,16,17.26,6.74,NR,0.08,NR,NR,2,600,25,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Not reported,No,No,No,No,No,100,25,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,self-help,NR,7,NR,8,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
37,Mackin et al.,2010d,arrests,% arrested,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,88,87,29,29,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,39,100,99,24,Enrolment,During,16,16.83,7.17,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41,39,60,99,,Not reported,No,No,NR,No,No,64.1,25,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,self-help,NR,6,NR,8,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
39,Payne,2008,offences,offence episodes (regressed),No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,NR,NR,NR,NR,NR,100,NR,NR,NR,NR,NR,107,NR,NR,NR,NR,6,Treatment completion,Post,8.24,13.81,6,6,NR,NR,NR,NR,NR,100,NR,NR,NR,NR,NR,107,NR,NR,NR,NR,,Not reported,Yes,Yes,NR,No,No,100,100,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NR,NR,2,1,13,NR,No,No,3,critical,critical,moderate,moderate,NI,moderate,serious,moderate
39,Payne,2008,offences,offence episodes (regressed),No,DC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,NR,NR,NR,NR,NR,100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,Treatment Exit,Post,8.24,7.82,6,6,NR,NR,NR,NR,NR,100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Not reported,Yes,Yes,NR,No,No,0,0,100,100,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NR,NR,2,1,13,NR,No,No,3,critical,critical,moderate,moderate,NI,moderate,serious,moderate
40,Ziersch & Marshall,2012,offences,offence episodes,No,DC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.46,NR,31.5,NR,89.14,91.2,NR,NR,12,8.25,NR,NR,2020.1,2940,245,5.42,NR,NR,953.6,2112,176,NR,NR,NR,NR,12,Treatment completion,Post,12,NR,12,12,1.46,NR,NR,351.9,2892,241,1.6,NR,NR,238.4,1788,149,NR,NR,NR,NR,,Not reported,No,No,NR,No,No,39.66,96,60.17,145,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,critical,critical,moderate,low,low,serious,moderate,moderate
40,Ziersch & Marshall,2012,offences,offence episodes,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.9,NR,31.5,NR,36.5,91.2,NR,NR,12,7.52,NR,NR,729.6,1164,97,5.42,NR,NR,953.6,2112,176,NR,NR,NR,NR,12,Treatment completion,Post,12,NR,12,12,1.4,NR,NR,134.4,1152,96,1.6,NR,NR,238.4,1788,149,NR,NR,NR,NR,,Not reported,No,No,NR,No,No,100,96,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
40,Ziersch & Marshall,2012,offences,offence episodes,No,DC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.2,NR,NR,NR,63.5,NR,NR,NR,12,8.72,NR,NR,1290.5,1776,148,5.42,NR,NR,953.6,2112,176,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,1.5,NR,NR,217.5,1740,145,1.6,NR,NR,238.4,1788,149,NR,NR,NR,NR,,Not reported,No,No,NR,No,No,0,0,100,145,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
40,Ziersch & Marshall,2012,offences,% offence episodes,Yes,DC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.46,NR,31.5,NR,89.14,91.2,NR,NR,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,96.94,194,96.6,146,NR,Treatment completion,Post,12,NR,12,12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,194,100,146,,Not reported,No,No,NR,No,No,39.66,96,60.17,145,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
40,Ziersch & Marshall,2012,offences,% offence episodes,Yes,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.9,NR,31.5,NR,36.5,91.2,NR,NR,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,98.6,70,96.6,146,NR,Treatment Exit,Post,12,NR,24,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,70,NR,NR,,Not reported,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
40,Ziersch & Marshall,2012,offences,% offence episodes,Yes,DC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31.2,NR,NR,NR,63.5,NR,NR,NR,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,96,124,NR,NR,NR,Treatment Exit,Post,12,NR,24,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,124,NR,NR,,Not reported,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,Yes,Yes,Graduated,No,No,NR,NR,NR,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,home detention,NR,5,NR,5,NR,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,charges,% charged,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,38,NR,37,NR,71.7,74,64.2,61.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,98.13,53,91.79,73,24,Treatment Exit,Post,24,21.44,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,54.72,53,50.66,73,,Misdemeanant,NR,No,No,No,No,62.26,33,37.74,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,charges,% charged,Yes,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.8,NR,37,NR,60.6,73,74.3,67.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,97,33,91.9,37,24,Treatment Exit,Post,24,26.53,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,39.4,33,40.5,37,,Misdemeanant,NR,No,No,No,No,100,33,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,charges,% charged,Yes,MHC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37.2,NR,38,NR,90,75,48.2,54.1,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,20,91.7,36,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,80,20,61.1,36,,Misdemeanant,NR,No,No,No,No,0,0,100,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
41,Law & Policy Associates,2013,Health,crisis services received,Yes,MHC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,38,NR,37,NR,71.7,74,64.2,61.6,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60.38,53,50.67,73,24,Treatment Exit,Post,24,13.05,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,50.98,53,50.68,73,,Misdemeanant,NR,No,No,No,No,62.26,33,37.74,20,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,Law & Policy Associates,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,non-crisis intervention,non-crisis intervention,5,3,6,5,No,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
